id,bucket
363,11
364,12
365,13
366,14
367,15
368,16
369,17
370,18
371,19
372,20
373,21
374,22
375,23
376,24
377,25
378,26
379,27
381,29
382,30
383,31
384,0
386,2
387,3
388,4
389,5
390,6
391,7
392,8
393,9
394,10
395,11
396,12
397,13
398,14
399,15
400,16
401,17
402,18
403,19
404,20
405,21
406,22
407,23
408,24
409,25
410,26
411,27
412,28
413,29
414,30
415,31
416,0
417,1
418,2
419,3
421,5
422,6
423,7
424,8
425,9
426,10
427,11
428,12
429,13
430,14
431,15
432,16
433,17
434,18
435,19
436,20
437,21
438,22
439,23
440,24
441,25
443,27
444,28
445,29
446,30
447,31
448,0
449,1
450,2
451,3
453,5
454,6
455,7
456,8
457,9
458,10
460,12
461,13
462,14
463,15
465,17
467,19
468,20
469,21
472,24
473,25
476,28
477,29
479,31
480,0
481,1
486,6
488,8
489,9
490,10
492,12
493,13
494,14
495,15
497,17
498,18
499,19
501,21
502,22
504,24
506,26
507,27
509,29
511,31
513,1
514,2
515,3
516,4
517,5
519,7
520,8
521,9
522,10
523,11
524,12
525,13
527,15
528,16
529,17
530,18
531,19
532,20
534,22
536,24
538,26
539,27
540,28
541,29
542,30
543,31
544,0
545,1
546,2
547,3
548,4
549,5
550,6
551,7
552,8
553,9
554,10
555,11
556,12
557,13
558,14
559,15
560,16
561,17
562,18
563,19
564,20
565,21
566,22
567,23
568,24
569,25
570,26
571,27
572,28
573,29
574,30
575,31
576,0
577,1
578,2
579,3
580,4
581,5
582,6
583,7
584,8
585,9
586,10
587,11
588,12
589,13
590,14
591,15
592,16
593,17
594,18
595,19
596,20
597,21
598,22
599,23
600,24
601,25
602,26
604,28
605,29
606,30
607,31
608,0
609,1
610,2
611,3
612,4
613,5
614,6
615,7
616,8
617,9
618,10
619,11
620,12
621,13
622,14
624,16
625,17
626,18
627,19
628,20
631,23
632,24
633,25
634,26
635,27
636,28
637,29
638,30
639,31
640,0
641,1
642,2
643,3
644,4
645,5
646,6
647,7
648,8
649,9
650,10
651,11
652,12
653,13
654,14
655,15
656,16
657,17
658,18
659,19
661,21
662,22
663,23
664,24
665,25
666,26
667,27
668,28
669,29
670,30
672,0
673,1
674,2
675,3
676,4
677,5
678,6
679,7
681,9
682,10
683,11
684,12
686,14
687,15
688,16
689,17
690,18
691,19
692,20
693,21
694,22
695,23
696,24
697,25
698,26
699,27
700,28
701,29
703,31
704,0
705,1
706,2
707,3
708,4
709,5
710,6
711,7
712,8
713,9
714,10
715,11
716,12
717,13
718,14
719,15
720,16
721,17
722,18
723,19
724,20
725,21
726,22
727,23
728,24
729,25
730,26
731,27
732,28
733,29
734,30
735,31
736,0
737,1
738,2
739,3
741,5
742,6
743,7
744,8
745,9
746,10
748,12
749,13
750,14
751,15
752,16
753,17
754,18
755,19
756,20
758,22
759,23
760,24
761,25
762,26
763,27
764,28
765,29
766,30
767,31
768,0
769,1
770,2
771,3
772,4
773,5
774,6
775,7
776,8
778,10
779,11
780,12
781,13
782,14
783,15
784,16
785,17
786,18
787,19
788,20
789,21
791,23
792,24
793,25
794,26
795,27
796,28
797,29
798,30
799,31
800,0
801,1
802,2
803,3
804,4
805,5
806,6
807,7
808,8
810,10
811,11
812,12
813,13
814,14
815,15
816,16
817,17
818,18
819,19
820,20
821,21
822,22
823,23
824,24
825,25
826,26
827,27
829,29
830,30
831,31
832,0
835,3
836,4
837,5
838,6
839,7
840,8
841,9
842,10
843,11
844,12
845,13
847,15
848,16
849,17
850,18
851,19
852,20
853,21
854,22
855,23
856,24
857,25
859,27
860,28
861,29
862,30
863,31
864,0
865,1
866,2
867,3
868,4
869,5
870,6
871,7
872,8
873,9
874,10
875,11
876,12
877,13
878,14
879,15
880,16
881,17
882,18
883,19
885,21
886,22
887,23
888,24
889,25
890,26
891,27
892,28
893,29
895,31
896,0
897,1
898,2
899,3
900,4
902,6
903,7
904,8
905,9
906,10
907,11
908,12
909,13
910,14
911,15
912,16
913,17
914,18
915,19
916,20
917,21
918,22
919,23
920,24
921,25
922,26
923,27
924,28
926,30
927,31
928,0
929,1
930,2
931,3
932,4
933,5
934,6
935,7
936,8
937,9
938,10
940,12
941,13
942,14
943,15
944,16
945,17
946,18
947,19
948,20
949,21
950,22
951,23
954,26
955,27
956,28
957,29
958,30
959,31
960,0
961,1
962,2
963,3
964,4
965,5
966,6
967,7
968,8
969,9
970,10
971,11
972,12
973,13
974,14
975,15
976,16
977,17
978,18
979,19
980,20
981,21
982,22
983,23
984,24
985,25
986,26
987,27
988,28
989,29
990,30
991,31
992,0
993,1
994,2
995,3
996,4
998,6
999,7
1000,8
1001,9
1002,10
1003,11
1004,12
1005,13
1006,14
1007,15
1008,16
1009,17
1010,18
1011,19
1012,20
1013,21
1014,22
1016,24
1017,25
1018,26
1019,27
1020,28
1021,29
1022,30
1023,31
1024,0
1025,1
1026,2
1027,3
1028,4
1029,5
1030,6
1031,7
1032,8
1033,9
1034,10
1035,11
1037,13
1038,14
1039,15
1040,16
1041,17
1042,18
1043,19
1044,20
1045,21
1046,22
1047,23
1048,24
1049,25
1050,26
1051,27
1052,28
1053,29
1055,31
1058,2
1059,3
1060,4
1061,5
1062,6
1063,7
1064,8
1065,9
1066,10
1067,11
1068,12
1070,14
1071,15
1072,16
1074,18
1075,19
1077,21
1078,22
1079,23
1080,24
1081,25
1082,26
1083,27
1084,28
1085,29
1086,30
1087,31
1088,0
1089,1
1090,2
1092,4
1093,5
1094,6
1095,7
1096,8
1097,9
1098,10
1099,11
1100,12
1101,13
1102,14
1103,15
1104,16
1105,17
1106,18
1107,19
1108,20
1109,21
1110,22
1111,23
1112,24
1113,25
1114,26
1115,27
1120,0
1123,3
1124,4
1125,5
1126,6
1127,7
1128,8
1129,9
1130,10
1131,11
1132,12
1133,13
1134,14
1135,15
1137,17
1138,18
1139,19
1140,20
1141,21
1142,22
1143,23
1144,24
1145,25
1146,26
1147,27
1148,28
1150,30
1151,31
1152,0
1154,2
1155,3
1156,4
1157,5
1158,6
1159,7
1160,8
1161,9
1164,12
1165,13
1166,14
1167,15
1168,16
1169,17
1170,18
1171,19
1172,20
1173,21
1174,22
1175,23
1176,24
1177,25
1178,26
1179,27
1180,28
1181,29
1182,30
1183,31
1184,0
1185,1
1186,2
1187,3
1188,4
1189,5
1190,6
1191,7
1192,8
1193,9
1194,10
1195,11
1196,12
1197,13
1198,14
1199,15
1200,16
1201,17
1202,18
1203,19
1204,20
1205,21
1206,22
1207,23
1208,24
1209,25
1210,26
1211,27
1212,28
1213,29
1214,30
1215,31
1216,0
1218,2
1219,3
1220,4
1221,5
1222,6
1223,7
1224,8
1225,9
1226,10
1227,11
1228,12
1229,13
1230,14
1231,15
1232,16
1233,17
1234,18
1235,19
1236,20
1237,21
1238,22
1239,23
1240,24
1241,25
1242,26
1243,27
1244,28
1245,29
1246,30
1247,31
1248,0
1250,2
1252,4
1253,5
1254,6
1255,7
1256,8
1257,9
1258,10
1259,11
1260,12
1261,13
1262,14
1264,16
1266,18
1267,19
1268,20
1269,21
1270,22
1271,23
1272,24
1273,25
1274,26
1275,27
1276,28
1277,29
1278,30
1279,31
1280,0
1281,1
1282,2
1284,4
1285,5
1286,6
1287,7
1290,10
1291,11
1292,12
1293,13
1294,14
1295,15
1296,16
1297,17
1298,18
1299,19
1300,20
1301,21
1302,22
1303,23
1304,24
1305,25
1306,26
1307,27
1308,28
1309,29
1310,30
1311,31
1312,0
1313,1
1314,2
1315,3
1316,4
1317,5
1318,6
1319,7
1320,8
1321,9
1322,10
1323,11
1324,12
1325,13
1326,14
1327,15
1328,16
1329,17
1330,18
1331,19
1332,20
1333,21
1334,22
1335,23
1336,24
1337,25
1338,26
1339,27
1340,28
1341,29
1342,30
1343,31
1344,0
1345,1
1346,2
1349,5
1350,6
1351,7
1352,8
1353,9
1354,10
1355,11
1356,12
1357,13
1358,14
1359,15
1360,16
1361,17
1362,18
1365,21
1366,22
1367,23
1368,24
1369,25
1370,26
1372,28
1373,29
1374,30
1375,31
1376,0
1377,1
1378,2
1379,3
1380,4
1381,5
1382,6
1383,7
1384,8
1385,9
1386,10
1387,11
1388,12
1389,13
1390,14
1391,15
1392,16
1393,17
1394,18
1395,19
1396,20
1397,21
1398,22
1399,23
1400,24
1401,25
1402,26
1403,27
1404,28
1405,29
1406,30
1407,31
1408,0
1409,1
1410,2
1411,3
1412,4
1413,5
1416,8
1418,10
1419,11
1420,12
1421,13
1422,14
1423,15
1424,16
1425,17
1426,18
1427,19
1428,20
1429,21
1430,22
1431,23
1432,24
1433,25
1434,26
1435,27
1436,28
1437,29
1438,30
1439,31
1440,0
1441,1
1442,2
1443,3
1444,4
1445,5
1446,6
1447,7
1448,8
1449,9
1450,10
1451,11
1452,12
1453,13
1454,14
1455,15
1456,16
1457,17
1458,18
1459,19
1460,20
1461,21
1462,22
1463,23
1464,24
1465,25
1466,26
1467,27
1468,28
1469,29
1470,30
1471,31
1472,0
1473,1
1474,2
1476,4
1478,6
1480,8
1481,9
1482,10
1483,11
1484,12
1485,13
1486,14
1487,15
1488,16
1489,17
1490,18
1492,20
1493,21
1494,22
1495,23
1496,24
1497,25
1498,26
1499,27
1500,28
1501,29
1502,30
1503,31
1504,0
1505,1
1506,2
1507,3
1509,5
1510,6
1511,7
1512,8
1513,9
1514,10
1515,11
1516,12
1517,13
1518,14
1519,15
1520,16
1521,17
1522,18
1523,19
1524,20
1525,21
1526,22
1527,23
1528,24
1529,25
1530,26
1531,27
1532,28
1533,29
1534,30
1535,31
1536,0
1537,1
1538,2
1539,3
1540,4
1541,5
1542,6
1543,7
1545,9
1546,10
1547,11
1548,12
1549,13
1550,14
1551,15
1552,16
1553,17
1554,18
1555,19
1556,20
1557,21
1558,22
1559,23
1560,24
1561,25
1563,27
1564,28
1565,29
1566,30
1568,0
1569,1
1570,2
1571,3
1572,4
1573,5
1574,6
1575,7
1576,8
1578,10
1579,11
1580,12
1581,13
1582,14
1583,15
1584,16
1585,17
1587,19
1588,20
1589,21
1590,22
1591,23
1592,24
1593,25
1594,26
1595,27
1596,28
1597,29
1599,31
1600,0
1601,1
1602,2
1603,3
1604,4
1605,5
1606,6
1607,7
1608,8
1609,9
1610,10
1611,11
1612,12
1613,13
1614,14
1615,15
1616,16
1617,17
1618,18
1619,19
1620,20
1621,21
1622,22
1623,23
1625,25
1626,26
1627,27
1628,28
1629,29
1630,30
1631,31
1632,0
1633,1
1634,2
1635,3
1636,4
1637,5
1638,6
1639,7
1641,9
1642,10
1643,11
1644,12
1645,13
1646,14
1647,15
1648,16
1649,17
1650,18
1651,19
1652,20
1653,21
1654,22
1655,23
1656,24
1657,25
1658,26
1659,27
1660,28
1661,29
1662,30
1663,31
1664,0
1665,1
1666,2
1667,3
1668,4
1669,5
1670,6
1671,7
1672,8
1674,10
1675,11
1676,12
1677,13
1678,14
1679,15
1680,16
1681,17
1682,18
1683,19
1684,20
1685,21
1686,22
1687,23
1688,24
1689,25
1690,26
1691,27
1692,28
1693,29
1694,30
1695,31
1696,0
1697,1
1698,2
1699,3
1700,4
1701,5
1703,7
1704,8
1705,9
1706,10
1707,11
1708,12
1709,13
1710,14
1711,15
1712,16
1713,17
1714,18
1715,19
1716,20
1717,21
1718,22
1719,23
1720,24
1721,25
1722,26
1723,27
1724,28
1725,29
1726,30
1728,0
1729,1
1730,2
1731,3
1732,4
1733,5
1734,6
1735,7
1736,8
1737,9
1738,10
1739,11
1740,12
1741,13
1742,14
1743,15
1744,16
1745,17
1746,18
1747,19
1748,20
1749,21
1751,23
1752,24
1753,25
1754,26
1755,27
1756,28
1757,29
1758,30
1759,31
1760,0
1761,1
1762,2
1763,3
1764,4
1765,5
1766,6
1767,7
1768,8
1769,9
1770,10
1771,11
1772,12
1773,13
1774,14
1775,15
1777,17
1778,18
1780,20
1781,21
1782,22
1783,23
1784,24
1785,25
1787,27
1788,28
1789,29
1790,30
1791,31
1792,0
1793,1
1794,2
1795,3
1796,4
1797,5
1798,6
1799,7
1800,8
1802,10
1803,11
1804,12
1805,13
1806,14
1807,15
1808,16
1809,17
1810,18
1811,19
1812,20
1813,21
1814,22
1816,24
1819,27
1820,28
1821,29
1822,30
1823,31
1825,1
1826,2
1827,3
1828,4
1829,5
1830,6
1831,7
1832,8
1833,9
1834,10
1835,11
1836,12
1837,13
1838,14
1839,15
1840,16
1841,17
1842,18
1844,20
1845,21
1846,22
1847,23
1848,24
1849,25
1852,28
1853,29
1855,31
1856,0
1857,1
1858,2
1859,3
1860,4
1861,5
1862,6
1863,7
1864,8
1865,9
1866,10
1867,11
1868,12
1869,13
1870,14
1871,15
1872,16
1873,17
1874,18
1875,19
1876,20
1879,23
1880,24
1881,25
1882,26
1883,27
1884,28
1885,29
1886,30
1887,31
1888,0
1889,1
1890,2
1891,3
1892,4
1893,5
1894,6
1895,7
1896,8
1897,9
1899,11
1900,12
1901,13
1902,14
1903,15
1905,17
1906,18
1907,19
1908,20
1909,21
1911,23
1912,24
1913,25
1914,26
1915,27
1916,28
1917,29
1918,30
1919,31
1920,0
1921,1
1922,2
1923,3
1924,4
1925,5
1926,6
1927,7
1928,8
1929,9
1930,10
1931,11
1932,12
1933,13
1934,14
1935,15
1937,17
1938,18
1939,19
1940,20
1941,21
1943,23
1944,24
1945,25
1946,26
1947,27
1948,28
1950,30
1951,31
1952,0
1953,1
1955,3
1956,4
1958,6
1959,7
1960,8
1961,9
1962,10
1963,11
1964,12
1965,13
1966,14
1967,15
1968,16
1969,17
1970,18
1971,19
1972,20
1973,21
1975,23
1976,24
1977,25
1978,26
1979,27
1980,28
1981,29
1982,30
1983,31
1984,0
1985,1
1986,2
1987,3
1988,4
1989,5
1990,6
1991,7
1992,8
1993,9
1994,10
1995,11
1996,12
1997,13
2000,16
2001,17
2002,18
2003,19
2004,20
2005,21
2007,23
2008,24
2009,25
2010,26
2011,27
2012,28
2013,29
2014,30
2015,31
2016,0
2017,1
2018,2
2019,3
2020,4
2021,5
2023,7
2024,8
2025,9
2026,10
2027,11
2028,12
2029,13
2030,14
2031,15
2032,16
2033,17
2034,18
2035,19
2036,20
2037,21
2038,22
2040,24
2041,25
2042,26
2044,28
2045,29
2047,31
2049,1
2050,2
2051,3
2052,4
2053,5
2054,6
2055,7
2056,8
2057,9
2058,10
2059,11
2060,12
2061,13
2062,14
2063,15
2064,16
2065,17
2066,18
2067,19
2068,20
2069,21
2070,22
2071,23
2072,24
2073,25
2076,28
2077,29
2079,31
2081,1
2082,2
2083,3
2084,4
2085,5
2086,6
2087,7
2088,8
2089,9
2090,10
2091,11
2092,12
2093,13
2094,14
2095,15
2096,16
2097,17
2099,19
2100,20
2101,21
2102,22
2103,23
2104,24
2105,25
2106,26
2108,28
2109,29
2110,30
2111,31
2112,0
2113,1
2114,2
2115,3
2116,4
2117,5
2118,6
2119,7
2120,8
2121,9
2125,13
2126,14
2127,15
2128,16
2129,17
2130,18
2131,19
2132,20
2133,21
2134,22
2135,23
2136,24
2137,25
2138,26
2139,27
2141,29
2142,30
2143,31
2144,0
2145,1
2146,2
2147,3
2148,4
2149,5
2150,6
2151,7
2152,8
2153,9
2155,11
2156,12
2157,13
2159,15
2160,16
2161,17
2163,19
2164,20
2165,21
2167,23
2168,24
2169,25
2170,26
2171,27
2172,28
2173,29
2174,30
2175,31
2176,0
2177,1
2178,2
2179,3
2180,4
2181,5
2182,6
2183,7
2184,8
2185,9
2186,10
2187,11
2188,12
2189,13
2190,14
2191,15
2192,16
2193,17
2194,18
2195,19
2196,20
2197,21
2198,22
2199,23
2200,24
2201,25
2202,26
2203,27
2204,28
2205,29
2206,30
2209,1
2210,2
2211,3
2212,4
2213,5
2214,6
2215,7
2216,8
2217,9
2218,10
2219,11
2221,13
2222,14
2223,15
2224,16
2225,17
2226,18
2227,19
2228,20
2229,21
2230,22
2231,23
2232,24
2233,25
2234,26
2235,27
2236,28
2237,29
2238,30
2239,31
2240,0
2241,1
2242,2
2243,3
2244,4
2246,6
2247,7
2249,9
2250,10
2251,11
2252,12
2253,13
2254,14
2255,15
2256,16
2257,17
2258,18
2259,19
2260,20
2261,21
2262,22
2264,24
2265,25
2266,26
2267,27
2268,28
2269,29
2270,30
2272,0
2273,1
2274,2
2276,4
2277,5
2278,6
2280,8
2281,9
2282,10
2283,11
2285,13
2286,14
2287,15
2288,16
2289,17
2290,18
2291,19
2292,20
2293,21
2294,22
2295,23
2296,24
2297,25
2298,26
2299,27
2300,28
2301,29
2302,30
2304,0
2305,1
2306,2
2307,3
2308,4
2309,5
2310,6
2311,7
2312,8
2313,9
2314,10
2315,11
2316,12
2317,13
2318,14
2319,15
2320,16
2321,17
2322,18
2323,19
2324,20
2325,21
2326,22
2328,24
2329,25
2330,26
2331,27
2332,28
2333,29
2334,30
2335,31
2336,0
2337,1
2338,2
2339,3
2340,4
2341,5
2342,6
2343,7
2344,8
2345,9
2346,10
2348,12
2349,13
2350,14
2351,15
2352,16
2353,17
2354,18
2355,19
2356,20
2357,21
2359,23
2360,24
2361,25
2362,26
2363,27
2364,28
2365,29
2366,30
2367,31
2368,0
2369,1
2370,2
2371,3
2372,4
2373,5
2374,6
2375,7
2376,8
2378,10
2379,11
2380,12
2381,13
2382,14
2384,16
2385,17
2386,18
2387,19
2388,20
2389,21
2390,22
2391,23
2392,24
2393,25
2394,26
2395,27
2396,28
2397,29
2398,30
2399,31
2400,0
2401,1
2402,2
2403,3
2404,4
2405,5
2406,6
2407,7
2409,9
2410,10
2411,11
2412,12
2413,13
2414,14
2415,15
2416,16
2417,17
2418,18
2419,19
2420,20
2422,22
2423,23
2424,24
2425,25
2426,26
2427,27
2428,28
2429,29
2433,1
2434,2
2435,3
2437,5
2438,6
2439,7
2440,8
2441,9
2442,10
2443,11
2444,12
2445,13
2446,14
2447,15
2448,16
2449,17
2450,18
2451,19
2452,20
2453,21
2454,22
2455,23
2456,24
2457,25
2458,26
2459,27
2460,28
2461,29
2462,30
2463,31
2464,0
2465,1
2466,2
2467,3
2469,5
2470,6
2471,7
2472,8
2473,9
2474,10
2475,11
2476,12
2477,13
2478,14
2479,15
2480,16
2481,17
2482,18
2484,20
2485,21
2487,23
2488,24
2489,25
2490,26
2491,27
2492,28
2493,29
2494,30
2495,31
2496,0
2497,1
2498,2
2499,3
2500,4
2501,5
2502,6
2503,7
2504,8
2505,9
2506,10
2507,11
2508,12
2509,13
2510,14
2511,15
2512,16
2513,17
2514,18
2515,19
2516,20
2517,21
2518,22
2519,23
2520,24
2521,25
2522,26
2523,27
2524,28
2526,30
2527,31
2528,0
2529,1
2530,2
2531,3
2534,6
2535,7
2536,8
2537,9
2538,10
2540,12
2541,13
2542,14
2543,15
2544,16
2545,17
2546,18
2547,19
2548,20
2549,21
2550,22
2551,23
2552,24
2555,27
2556,28
2557,29
2558,30
2559,31
2560,0
2561,1
2562,2
2563,3
2564,4
2565,5
2566,6
2567,7
2568,8
2569,9
2570,10
2571,11
2572,12
2573,13
2574,14
2575,15
2576,16
2577,17
2578,18
2579,19
2580,20
2581,21
2582,22
2583,23
2584,24
2585,25
2586,26
2587,27
2589,29
2591,31
2592,0
2593,1
2594,2
2595,3
2596,4
2597,5
2598,6
2599,7
2603,11
2604,12
2605,13
2606,14
2607,15
2608,16
2609,17
2610,18
2611,19
2612,20
2613,21
2614,22
2615,23
2616,24
2617,25
2618,26
2619,27
2620,28
2621,29
2623,31
2624,0
2625,1
2626,2
2627,3
2628,4
2629,5
2630,6
2631,7
2632,8
2633,9
2634,10
2635,11
2636,12
2637,13
2638,14
2639,15
2640,16
2641,17
2642,18
2643,19
2644,20
2645,21
2646,22
2647,23
2648,24
2649,25
2650,26
2651,27
2652,28
2653,29
2654,30
2655,31
2656,0
2657,1
2658,2
2659,3
2660,4
2661,5
2662,6
2663,7
2664,8
2665,9
2667,11
2668,12
2669,13
2670,14
2671,15
2672,16
2673,17
2674,18
2675,19
2676,20
2677,21
2678,22
2679,23
2680,24
2682,26
2683,27
2684,28
2685,29
2686,30
2687,31
2688,0
2689,1
2690,2
2691,3
2692,4
2693,5
2694,6
2695,7
2696,8
2697,9
2698,10
2699,11
2700,12
2701,13
2702,14
2703,15
2704,16
2705,17
2706,18
2707,19
2708,20
2709,21
2711,23
2713,25
2715,27
2716,28
2717,29
2718,30
2719,31
2720,0
2721,1
2722,2
2723,3
2724,4
2725,5
2727,7
2728,8
2729,9
2730,10
2731,11
2733,13
2734,14
2736,16
2737,17
2738,18
2739,19
2740,20
2741,21
2744,24
2746,26
2747,27
2748,28
2749,29
2751,31
2752,0
2753,1
2754,2
2755,3
2757,5
2758,6
2759,7
2760,8
2761,9
2762,10
2763,11
2764,12
2765,13
2766,14
2767,15
2768,16
2769,17
2770,18
2771,19
2772,20
2773,21
2774,22
2775,23
2776,24
2777,25
2778,26
2779,27
2780,28
2781,29
2782,30
2783,31
2784,0
2785,1
2786,2
2787,3
2788,4
2789,5
2790,6
2791,7
2792,8
2793,9
2794,10
2796,12
2797,13
2798,14
2799,15
2801,17
2802,18
2803,19
2804,20
2805,21
2807,23
2808,24
2809,25
2811,27
2813,29
2814,30
2815,31
2817,1
2818,2
2819,3
2821,5
2822,6
2823,7
2824,8
2825,9
2826,10
2827,11
2828,12
2830,14
2831,15
2832,16
2833,17
2834,18
2835,19
2838,22
2839,23
2840,24
2841,25
2842,26
2843,27
2844,28
2845,29
2846,30
2847,31
2848,0
2849,1
2850,2
2851,3
2852,4
2853,5
2855,7
2856,8
2857,9
2858,10
2859,11
2860,12
2861,13
2862,14
2863,15
2864,16
2865,17
2866,18
2867,19
2868,20
2869,21
2870,22
2871,23
2872,24
2875,27
2876,28
2877,29
2879,31
2880,0
2881,1
2882,2
2883,3
2884,4
2885,5
2886,6
2887,7
2888,8
2889,9
2890,10
2891,11
2892,12
2893,13
2894,14
2895,15
2896,16
2898,18
2899,19
2900,20
2901,21
2902,22
2903,23
2904,24
2905,25
2906,26
2907,27
2908,28
2909,29
2910,30
2912,0
2913,1
2914,2
2916,4
2917,5
2918,6
2919,7
2921,9
2922,10
2923,11
2924,12
2925,13
2926,14
2928,16
2929,17
2930,18
2931,19
2932,20
2933,21
2935,23
2936,24
2938,26
2939,27
2940,28
2941,29
2944,0
2945,1
2946,2
2947,3
2948,4
2949,5
2950,6
2951,7
2952,8
2953,9
2954,10
2955,11
2956,12
2957,13
2958,14
2960,16
2961,17
2962,18
2963,19
2964,20
2965,21
2966,22
2967,23
2968,24
2969,25
2970,26
2971,27
2972,28
2973,29
2974,30
2975,31
2976,0
2977,1
2978,2
2979,3
2980,4
2981,5
2982,6
2983,7
2985,9
2986,10
2987,11
2988,12
2989,13
2990,14
2991,15
2992,16
2993,17
2994,18
2995,19
2996,20
2998,22
2999,23
3000,24
3001,25
3002,26
3003,27
3004,28
3005,29
3006,30
3007,31
3008,0
3009,1
3010,2
3011,3
3012,4
3013,5
3014,6
3015,7
3016,8
3017,9
3018,10
3019,11
3020,12
3021,13
3022,14
3023,15
3024,16
3025,17
3026,18
3027,19
3028,20
3029,21
3030,22
3031,23
3032,24
3033,25
3034,26
3035,27
3036,28
3037,29
3038,30
3039,31
3040,0
3041,1
3042,2
3043,3
3044,4
3046,6
3047,7
3048,8
3049,9
3050,10
3051,11
3052,12
3053,13
3054,14
3055,15
3056,16
3057,17
3059,19
3060,20
3061,21
3062,22
3063,23
3066,26
3068,28
3070,30
3071,31
3072,0
3073,1
3074,2
3075,3
3076,4
3077,5
3078,6
3080,8
3081,9
3082,10
3083,11
3084,12
3085,13
3086,14
3087,15
3088,16
3089,17
3090,18
3091,19
3092,20
3093,21
3094,22
3095,23
3096,24
3097,25
3098,26
3099,27
3101,29
3102,30
3103,31
3104,0
3105,1
3106,2
3107,3
3108,4
3109,5
3110,6
3111,7
3112,8
3113,9
3114,10
3115,11
3117,13
3118,14
3119,15
3120,16
3123,19
3124,20
3125,21
3126,22
3127,23
3128,24
3129,25
3130,26
3131,27
3132,28
3133,29
3134,30
3135,31
3136,0
3137,1
3138,2
3140,4
3142,6
3143,7
3144,8
3145,9
3146,10
3147,11
3148,12
3149,13
3150,14
3151,15
3152,16
3153,17
3154,18
3155,19
3156,20
3158,22
3159,23
3160,24
3162,26
3163,27
3164,28
3165,29
3166,30
3167,31
3168,0
3169,1
3171,3
3172,4
3173,5
3174,6
3175,7
3176,8
3180,12
3181,13
3182,14
3183,15
3184,16
3185,17
3186,18
3187,19
3188,20
3189,21
3190,22
3191,23
3192,24
3193,25
3194,26
3195,27
3196,28
3197,29
3198,30
3199,31
3200,0
3201,1
3202,2
3203,3
3204,4
3205,5
3206,6
3207,7
3208,8
3209,9
3210,10
3211,11
3212,12
3213,13
3214,14
3215,15
3216,16
3217,17
3218,18
3219,19
3220,20
3221,21
3222,22
3223,23
3224,24
3225,25
3226,26
3227,27
3228,28
3229,29
3230,30
3231,31
3232,0
3233,1
3234,2
3235,3
3237,5
3238,6
3239,7
3240,8
3241,9
3242,10
3243,11
3244,12
3245,13
3246,14
3247,15
3248,16
3249,17
3250,18
3251,19
3252,20
3253,21
3255,23
